time	V(c,n)
2.47803e-02	1.17968e+02
2.47810e-02	1.18244e+02
2.48377e-02	1.58357e+02
2.48380e-02	1.58128e+02
2.49050e-02	1.36615e+02
2.49060e-02	1.36126e+02
2.49810e-02	1.10722e+02
2.49999e-02	1.04140e+02
2.50647e-02	1.46755e+02
2.50650e-02	1.46497e+02
2.50943e-02	1.35862e+02
2.50950e-02	1.36087e+02
2.51620e-02	1.78652e+02
2.52190e-02	1.67143e+02
2.52191e-02	1.56353e+02
2.53100e-02	1.18748e+02
2.53103e-02	1.18493e+02
2.53110e-02	1.18710e+02
2.53847e-02	1.61727e+02
2.53850e-02	1.61480e+02
2.54083e-02	1.51364e+02
2.54090e-02	1.51539e+02
2.54870e-02	1.95539e+02
2.55320e-02	1.81714e+02
2.55321e-02	1.74773e+02
2.56203e-02	1.32220e+02
2.56210e-02	1.32264e+02
2.57047e-02	1.75536e+02
2.57050e-02	1.75240e+02
2.57233e-02	1.66074e+02
2.57240e-02	1.66203e+02
2.57994e-02	2.03793e+02
2.58127e-02	2.09989e+02
2.59010e-02	1.62280e+02
2.59013e-02	1.61907e+02
2.59313e-02	1.45454e+02
2.59320e-02	1.45550e+02
2.60247e-02	1.87609e+02
2.60250e-02	1.87304e+02
2.60393e-02	1.79255e+02
2.60400e-02	1.79340e+02
2.61218e-02	2.15086e+02
2.61367e-02	2.21102e+02
2.62410e-02	1.58288e+02
2.62413e-02	1.57923e+02
2.62420e-02	1.58035e+02
2.63427e-02	1.97961e+02
2.63430e-02	1.97643e+02
2.63553e-02	1.90027e+02
2.63560e-02	1.90073e+02
2.64460e-02	2.24329e+02
2.64617e-02	2.29803e+02
2.65523e-02	1.70315e+02
2.65530e-02	1.70281e+02
2.66607e-02	2.07445e+02
2.66610e-02	2.07095e+02
2.66723e-02	1.99519e+02
2.66730e-02	1.99529e+02
2.67647e-02	2.29817e+02
2.67857e-02	2.36208e+02
2.68643e-02	1.80807e+02
2.68650e-02	1.80792e+02
2.69777e-02	2.14482e+02
2.69780e-02	2.14134e+02
2.69903e-02	2.05331e+02
2.69910e-02	2.05309e+02
2.70910e-02	2.33929e+02
2.70913e-02	2.33839e+02
2.71087e-02	2.38509e+02
2.71753e-02	1.88906e+02
2.71760e-02	1.88866e+02
2.72947e-02	2.19862e+02
2.72950e-02	2.19507e+02
2.73093e-02	2.08740e+02
2.73100e-02	2.08693e+02
2.74150e-02	2.34983e+02
2.74317e-02	2.38748e+02
2.74883e-02	1.94798e+02
2.74890e-02	1.94737e+02
2.76097e-02	2.22649e+02
2.76125e-02	2.20317e+02
2.76283e-02	2.07995e+02
2.76290e-02	2.07928e+02
2.77481e-02	2.34524e+02
2.77547e-02	2.35697e+02
2.78008e-02	1.98924e+02
2.79247e-02	2.25047e+02
2.79250e-02	2.24683e+02
2.79483e-02	2.05989e+02
2.79490e-02	2.05909e+02
2.80767e-02	2.31948e+02
2.80770e-02	2.31552e+02
2.81133e-02	2.02092e+02
2.81140e-02	2.02005e+02
2.82397e-02	2.26715e+02
2.82693e-02	2.02472e+02
2.82700e-02	2.02383e+02
2.83977e-02	2.27003e+02
2.84273e-02	2.02655e+02
2.84280e-02	2.02564e+02
2.85527e-02	2.26190e+02
2.85903e-02	1.95205e+02
2.85910e-02	1.95112e+02
2.87187e-02	2.19363e+02
2.87413e-02	2.00778e+02
2.87420e-02	2.00687e+02
2.88667e-02	2.24437e+02
2.89123e-02	1.86957e+02
2.89130e-02	1.86867e+02
2.90387e-02	2.11340e+02
2.90563e-02	1.96981e+02
2.90570e-02	1.96895e+02
2.91787e-02	2.21022e+02
2.92343e-02	1.75829e+02
2.92350e-02	1.75746e+02
2.93439e-02	1.98250e+02
2.93577e-02	2.01151e+02
2.93723e-02	1.89443e+02
2.93730e-02	1.89367e+02
2.94907e-02	2.14553e+02
2.95583e-02	1.60782e+02
2.95590e-02	1.60748e+02
2.96169e-02	1.73814e+02
2.96767e-02	1.87675e+02
2.96883e-02	1.78642e+02
2.96890e-02	1.78583e+02
2.98027e-02	2.05784e+02
2.98813e-02	1.45385e+02
2.98820e-02	1.45411e+02
2.99627e-02	1.66171e+02
2.99937e-02	1.74374e+02
3.00063e-02	1.64973e+02
3.00070e-02	1.64937e+02
3.01137e-02	1.94020e+02
3.01971e-02	1.32829e+02
3.02053e-02	1.27017e+02
3.02060e-02	1.26991e+02
3.02469e-02	1.39032e+02
3.03117e-02	1.58621e+02
3.03233e-02	1.50441e+02
3.03240e-02	1.50435e+02
3.04247e-02	1.82095e+02
3.04994e-02	1.30387e+02
3.05293e-02	1.10135e+02
3.05300e-02	1.10144e+02
3.05993e-02	1.33903e+02
3.06277e-02	1.43866e+02
3.06423e-02	1.34266e+02
3.06430e-02	1.34292e+02
3.07357e-02	1.67812e+02
3.07660e-02	1.48206e+02
3.08424e-02	9.94549e+01
3.08543e-02	9.20883e+01
3.08550e-02	9.21324e+01
3.09042e-02	1.11537e+02
3.09437e-02	1.27339e+02
3.09613e-02	1.16698e+02
3.09620e-02	1.16761e+02
3.10457e-02	1.51443e+02
3.10880e-02	1.26386e+02
3.11597e-02	8.45936e+01
3.11793e-02	7.35356e+01
3.11800e-02	7.36213e+01
3.12469e-02	1.03942e+02
3.12587e-02	1.09373e+02
3.12813e-02	9.70309e+01
3.12820e-02	9.71350e+01
3.13567e-02	1.32463e+02
3.14100e-02	1.04098e+02
3.14720e-02	7.17769e+01
3.15043e-02	5.54435e+01
3.15050e-02	5.55750e+01
3.15727e-02	9.05611e+01
3.16023e-02	7.62752e+01
3.16030e-02	7.64242e+01
3.16670e-02	1.10742e+02
3.17030e-02	9.37442e+01
3.17804e-02	5.83116e+01
3.18293e-02	3.68278e+01
3.18300e-02	3.70220e+01
3.18867e-02	7.01685e+01
3.19233e-02	5.49935e+01
3.19240e-02	5.52179e+01
3.19767e-02	8.70890e+01
3.20520e-02	5.72078e+01
3.21206e-02	3.12631e+01
3.21543e-02	1.90355e+01
3.21550e-02	1.92681e+01
3.21997e-02	4.86205e+01
3.22453e-02	3.30628e+01
3.22460e-02	3.33125e+01
3.22877e-02	6.15692e+01
3.23591e-02	3.84955e+01
3.24283e-02	1.73837e+01
3.24783e-02	2.99285e+00
3.24790e-02	3.29236e+00
3.25117e-02	2.71988e+01
3.25683e-02	1.21738e+01
3.25690e-02	1.24779e+01
3.25977e-02	3.40685e+01
3.26506e-02	2.09512e+01
3.27177e-02	5.22878e+00
3.27878e-02	-9.80722e+00
3.28033e-02	-1.29227e+01
3.28040e-02	-1.25804e+01
3.28247e-02	4.13875e+00
3.28816e-02	-6.65478e+00
3.28913e-02	-8.29250e+00
3.28920e-02	-7.93625e+00
3.29087e-02	5.89343e+00
3.29499e-02	-1.14271e+00
3.30230e-02	-1.26003e+01
3.30973e-02	-2.27653e+01
3.31273e-02	-2.64117e+01
3.31280e-02	-2.60121e+01
3.31357e-02	-1.92592e+01
3.31917e-02	-2.55193e+01
3.32143e-02	-2.76812e+01
3.32150e-02	-2.72664e+01
3.32197e-02	-2.30906e+01
3.32659e-02	-2.72757e+01
3.33400e-02	-3.28714e+01
3.34164e-02	-3.70589e+01
3.34477e-02	-3.84837e+01
3.34513e-02	-4.23170e+01
3.34520e-02	-4.25684e+01
3.35189e-02	-4.45239e+01
3.35307e-02	-4.48176e+01
3.35383e-02	-5.26779e+01
3.35390e-02	-5.29131e+01
3.35799e-02	-5.32448e+01
3.36577e-02	-5.28469e+01
3.37437e-02	-5.05104e+01
3.37587e-02	-5.00077e+01
3.37753e-02	-6.61531e+01
3.37760e-02	-6.63468e+01
3.38427e-02	-6.29745e+01
3.38633e-02	-8.25359e+01
3.38640e-02	-8.27100e+01
3.39326e-02	-7.74475e+01
3.40023e-02	-7.07007e+01
3.40687e-02	-6.33576e+01
3.40983e-02	-8.97456e+01
3.40990e-02	-8.98692e+01
3.41547e-02	-8.26129e+01
3.41873e-02	-1.10919e+02
3.41880e-02	-1.11017e+02
3.42372e-02	-1.03224e+02
3.42960e-02	-9.30420e+01
3.43797e-02	-7.71883e+01
3.44203e-02	-1.10119e+02
3.44210e-02	-1.10166e+02
3.44679e-02	-1.00361e+02
3.44680e-02	-1.00605e+02
3.45123e-02	-1.35413e+02
3.45130e-02	-1.35453e+02
3.45539e-02	-1.25651e+02
3.46203e-02	-1.08825e+02
3.46897e-02	-9.01593e+01
3.47423e-02	-1.28765e+02
3.47430e-02	-1.28733e+02
3.47807e-02	-1.17958e+02
3.48290e-02	-1.52392e+02
3.48373e-02	-1.58126e+02
3.48380e-02	-1.58135e+02
3.48954e-02	-1.39729e+02
3.49726e-02	-1.13593e+02
3.50010e-02	-1.03789e+02
3.50155e-02	-1.13571e+02
3.50643e-02	-1.45494e+02
3.50650e-02	-1.45467e+02
3.50947e-02	-1.34798e+02
3.51429e-02	-1.65613e+02
3.51623e-02	-1.77738e+02
3.51630e-02	-1.77693e+02
3.52375e-02	-1.48001e+02
3.53107e-02	-1.17623e+02
3.53841e-02	-1.60826e+02
3.53850e-02	-1.60767e+02
3.54087e-02	-1.50597e+02
3.54536e-02	-1.76207e+02
3.54873e-02	-1.94958e+02
3.54880e-02	-1.94861e+02
3.55330e-02	-1.73838e+02
3.56207e-02	-1.31694e+02
3.56921e-02	-1.68963e+02
3.57043e-02	-1.75134e+02
3.57050e-02	-1.75011e+02
3.57237e-02	-1.65773e+02
3.57743e-02	-1.91276e+02
3.58123e-02	-2.09831e+02
3.58130e-02	-2.09686e+02
3.58460e-02	-1.92091e+02
3.59317e-02	-1.45423e+02
3.60109e-02	-1.81693e+02
3.60243e-02	-1.87666e+02
3.60250e-02	-1.87498e+02
3.60397e-02	-1.79338e+02
3.60809e-02	-1.97595e+02
3.61363e-02	-2.21343e+02
3.61370e-02	-2.21137e+02
3.62051e-02	-1.80365e+02
3.62417e-02	-1.58187e+02
3.63238e-02	-1.91067e+02
3.63423e-02	-1.98248e+02
3.63430e-02	-1.98040e+02
3.63557e-02	-1.90279e+02
3.64010e-02	-2.07765e+02
3.64613e-02	-2.30195e+02
3.64620e-02	-2.29938e+02
3.65490e-02	-1.72931e+02
3.65527e-02	-1.70515e+02
3.66447e-02	-2.02489e+02
3.66603e-02	-2.07714e+02
3.66610e-02	-2.07470e+02
3.66727e-02	-1.99722e+02
3.67341e-02	-2.20215e+02
3.67853e-02	-2.36516e+02
3.67860e-02	-2.36239e+02
3.68647e-02	-1.80903e+02
3.69548e-02	-2.08054e+02
3.69773e-02	-2.14624e+02
3.69780e-02	-2.14347e+02
3.69907e-02	-2.05350e+02
3.70624e-02	-2.26052e+02
3.71083e-02	-2.38636e+02
3.71090e-02	-2.38339e+02
3.71757e-02	-1.88800e+02
3.72941e-02	-2.19899e+02
3.72950e-02	-2.19543e+02
3.73097e-02	-2.08555e+02
3.73889e-02	-2.28537e+02
3.74313e-02	-2.38712e+02
3.74320e-02	-2.38396e+02
3.74887e-02	-1.94521e+02
3.76093e-02	-2.22587e+02
3.76100e-02	-2.22189e+02
3.76287e-02	-2.07669e+02
3.77247e-02	-2.29270e+02
3.77543e-02	-2.35582e+02
3.77550e-02	-2.35250e+02
3.78010e-02	-1.98716e+02
3.78261e-02	-2.04311e+02
3.79243e-02	-2.24883e+02
3.79250e-02	-2.24546e+02
3.79487e-02	-2.05631e+02
3.80686e-02	-2.30320e+02
3.80763e-02	-2.31763e+02
3.80770e-02	-2.31423e+02
3.81137e-02	-2.01741e+02
3.82393e-02	-2.26652e+02
3.82400e-02	-2.26258e+02
3.82697e-02	-2.02143e+02
3.83973e-02	-2.26969e+02
3.83980e-02	-2.26577e+02
3.84277e-02	-2.02357e+02
3.85523e-02	-2.26194e+02
3.85530e-02	-2.25812e+02
3.85907e-02	-1.94941e+02
3.87183e-02	-2.19378e+02
3.87190e-02	-2.19029e+02
3.87417e-02	-2.00547e+02
3.88663e-02	-2.24494e+02
3.88670e-02	-2.24124e+02
3.89127e-02	-1.86756e+02
3.90383e-02	-2.11404e+02
3.90390e-02	-2.11060e+02
3.90567e-02	-1.96802e+02
3.91783e-02	-2.21103e+02
3.91790e-02	-2.20751e+02
3.92347e-02	-1.75664e+02
3.93573e-02	-2.01178e+02
3.93580e-02	-2.00912e+02
3.93727e-02	-1.89287e+02
3.94903e-02	-2.14627e+02
3.94910e-02	-2.14295e+02
3.95587e-02	-1.60650e+02
3.96760e-02	-1.87549e+02
3.96763e-02	-1.87764e+02
3.96770e-02	-1.87410e+02
3.96887e-02	-1.78486e+02
3.98023e-02	-2.05832e+02
3.98030e-02	-2.05518e+02
3.98817e-02	-1.45264e+02
3.99930e-02	-1.74203e+02
3.99933e-02	-1.74424e+02
3.99940e-02	-1.74094e+02
4.00067e-02	-1.64805e+02
4.01133e-02	-1.94028e+02
4.01140e-02	-1.93738e+02
4.02057e-02	-1.26758e+02
4.02060e-02	-1.27002e+02
4.02878e-02	-1.51293e+02
4.03113e-02	-1.58602e+02
4.03120e-02	-1.58336e+02
4.03237e-02	-1.50266e+02
4.04243e-02	-1.82064e+02
4.04250e-02	-1.81804e+02
4.05290e-02	-1.10151e+02
4.05439e-02	-1.12724e+02
4.05577e-02	-1.19548e+02
4.06273e-02	-1.43765e+02
4.06280e-02	-1.43597e+02
4.06427e-02	-1.34093e+02
4.07353e-02	-1.67752e+02
4.07360e-02	-1.67525e+02
4.08424e-02	-9.93479e+01
4.08547e-02	-9.19279e+01
4.09430e-02	-1.27036e+02
4.09433e-02	-1.27284e+02
4.09440e-02	-1.27059e+02
4.09617e-02	-1.16545e+02
4.10453e-02	-1.51363e+02
4.10460e-02	-1.51173e+02
4.11404e-02	-9.56425e+01
4.11797e-02	-7.33978e+01
4.12583e-02	-1.09235e+02
4.12590e-02	-1.09139e+02
4.12817e-02	-9.69074e+01
4.13563e-02	-1.32368e+02
4.13570e-02	-1.32220e+02
4.14560e-02	-7.99254e+01
4.15047e-02	-5.53399e+01
4.15723e-02	-9.04258e+01
4.15730e-02	-9.03522e+01
4.16027e-02	-7.61872e+01
4.16669e-02	-1.10727e+02
4.17600e-02	-6.74216e+01
4.17603e-02	-6.75077e+01
4.18193e-02	-4.10773e+01
4.18297e-02	-3.67795e+01
4.18863e-02	-7.00430e+01
4.18870e-02	-6.99772e+01
4.19237e-02	-5.49615e+01
4.19763e-02	-8.69578e+01
4.19770e-02	-8.69033e+01
4.20750e-02	-4.83051e+01
4.20753e-02	-4.83719e+01
4.21429e-02	-2.30320e+01
4.21547e-02	-1.90117e+01
4.21993e-02	-4.84703e+01
4.22000e-02	-4.84542e+01
4.22457e-02	-3.30430e+01
4.22873e-02	-6.14114e+01
4.22880e-02	-6.14081e+01
4.23900e-02	-2.88112e+01
4.23903e-02	-2.89795e+01
4.24531e-02	-1.00349e+01
4.24787e-02	-3.00553e+00
4.25113e-02	-2.70186e+01
4.25120e-02	-2.70539e+01
4.25687e-02	-1.21833e+01
4.25973e-02	-3.38793e+01
4.25980e-02	-3.39286e+01
4.26900e-02	-1.14961e+01
4.26903e-02	-1.16085e+01
4.27469e-02	1.21450e+00
4.28037e-02	1.28989e+01
4.28243e-02	-3.92463e+00
4.28250e-02	-4.01376e+00
4.28917e-02	8.32818e+00
4.28920e-02	7.92559e+00
4.29083e-02	-5.66950e+00
4.29090e-02	-5.77391e+00
4.29908e-02	7.77486e+00
4.30676e-02	1.88940e+01
4.31277e-02	2.63704e+01
4.31353e-02	1.95059e+01
4.31360e-02	1.93628e+01
4.32140e-02	2.77944e+01
4.32190e-02	2.43082e+01
4.32191e-02	2.35101e+01
4.32200e-02	2.31490e+01
4.32964e-02	2.98161e+01
4.33860e-02	3.56525e+01
4.34473e-02	3.83632e+01
4.34480e-02	3.88717e+01
4.34517e-02	4.26239e+01
4.35303e-02	4.47676e+01
4.35310e-02	4.51769e+01
4.35387e-02	5.29820e+01
4.36208e-02	5.32661e+01
4.37009e-02	5.18993e+01
4.37583e-02	4.99199e+01
4.37590e-02	5.03741e+01
4.37757e-02	6.64355e+01
4.38423e-02	6.29139e+01
4.38430e-02	6.33251e+01
4.38637e-02	8.28072e+01
4.39463e-02	7.62659e+01
4.40417e-02	6.64804e+01
4.40683e-02	6.32896e+01
4.40690e-02	6.37029e+01
4.40987e-02	8.99864e+01
4.41543e-02	8.25629e+01
4.41550e-02	8.29468e+01
4.41877e-02	1.11144e+02
4.42760e-02	9.67656e+01
4.42763e-02	9.64411e+01
4.43316e-02	8.64657e+01
4.43793e-02	7.71604e+01
4.43800e-02	7.75043e+01
4.44207e-02	1.10312e+02
4.44677e-02	1.00319e+02
4.45127e-02	1.35635e+02
4.45130e-02	1.35453e+02
4.45910e-02	1.16510e+02
4.45913e-02	1.16200e+02
4.46890e-02	9.05116e+01
4.46891e-02	9.01988e+01
4.46900e-02	9.04148e+01
4.47427e-02	1.28924e+02
4.47430e-02	1.28732e+02
4.47803e-02	1.17967e+02
4.47810e-02	1.18243e+02
4.48377e-02	1.58356e+02
4.48380e-02	1.58127e+02
4.49050e-02	1.36614e+02
4.49060e-02	1.36124e+02
4.49810e-02	1.10721e+02
4.49999e-02	1.04139e+02
4.50647e-02	1.46754e+02
4.50650e-02	1.46496e+02
4.50943e-02	1.35861e+02
4.50950e-02	1.36086e+02
4.51620e-02	1.78651e+02
4.52190e-02	1.67142e+02
4.52191e-02	1.56351e+02
4.53100e-02	1.18746e+02
4.53103e-02	1.18492e+02
4.53110e-02	1.18709e+02
4.53847e-02	1.61726e+02
4.53850e-02	1.61479e+02
4.54083e-02	1.51363e+02
4.54090e-02	1.51538e+02
4.54870e-02	1.95537e+02
4.55320e-02	1.81715e+02
4.55321e-02	1.74772e+02
4.56203e-02	1.32219e+02
4.56210e-02	1.32264e+02
4.57047e-02	1.75535e+02
4.57050e-02	1.75239e+02
4.57233e-02	1.66073e+02
4.57240e-02	1.66202e+02
4.57994e-02	2.03793e+02
4.58127e-02	2.09989e+02
4.59010e-02	1.62280e+02
4.59013e-02	1.61907e+02
4.59313e-02	1.45454e+02
4.59320e-02	1.45550e+02
4.60247e-02	1.87609e+02
4.60250e-02	1.87304e+02
4.60393e-02	1.79255e+02
4.60400e-02	1.79340e+02
4.61218e-02	2.15086e+02
4.61367e-02	2.21103e+02
4.62410e-02	1.58288e+02
4.62413e-02	1.57923e+02
4.62420e-02	1.58035e+02
4.63427e-02	1.97961e+02
4.63430e-02	1.97644e+02
4.63553e-02	1.90027e+02
4.63560e-02	1.90073e+02
4.64460e-02	2.24330e+02
4.64617e-02	2.29804e+02
4.65523e-02	1.70316e+02
4.65530e-02	1.70282e+02
4.66607e-02	2.07445e+02
4.66610e-02	2.07095e+02
4.66723e-02	1.99519e+02
4.66730e-02	1.99530e+02
4.67647e-02	2.29817e+02
4.67857e-02	2.36208e+02
4.68643e-02	1.80808e+02
4.68650e-02	1.80793e+02
4.69777e-02	2.14483e+02
4.69780e-02	2.14134e+02
4.69903e-02	2.05331e+02
4.69910e-02	2.05310e+02
4.70910e-02	2.33929e+02
4.70913e-02	2.33839e+02
4.71087e-02	2.38509e+02
4.71753e-02	1.88906e+02
4.71760e-02	1.88866e+02
4.72947e-02	2.19863e+02
4.72950e-02	2.19508e+02
4.73093e-02	2.08740e+02
4.73100e-02	2.08693e+02
4.74150e-02	2.34983e+02
4.74317e-02	2.38748e+02
4.74883e-02	1.94798e+02
4.74890e-02	1.94737e+02
4.76097e-02	2.22649e+02
4.76100e-02	2.22303e+02
4.76283e-02	2.07995e+02
4.76290e-02	2.07928e+02
4.77481e-02	2.34524e+02
4.77547e-02	2.35697e+02
4.78008e-02	1.98924e+02
4.79247e-02	2.25047e+02
4.79250e-02	2.24683e+02
4.79483e-02	2.05989e+02
4.79490e-02	2.05909e+02
4.80767e-02	2.31948e+02
4.80770e-02	2.31552e+02
4.81133e-02	2.02092e+02
4.81140e-02	2.02005e+02
4.82397e-02	2.26715e+02
4.82693e-02	2.02472e+02
4.82700e-02	2.02383e+02
4.83977e-02	2.27003e+02
4.84273e-02	2.02655e+02
4.84280e-02	2.02564e+02
4.85527e-02	2.26189e+02
4.85903e-02	1.95205e+02
4.85910e-02	1.95112e+02
4.87187e-02	2.19363e+02
4.87413e-02	2.00778e+02
4.87420e-02	2.00687e+02
4.88667e-02	2.24437e+02
4.89123e-02	1.86957e+02
4.89130e-02	1.86867e+02
4.90387e-02	2.11340e+02
4.90563e-02	1.96981e+02
4.90570e-02	1.96895e+02
4.91787e-02	2.21022e+02
4.92343e-02	1.75829e+02
4.92350e-02	1.75746e+02
4.93439e-02	1.98250e+02
4.93577e-02	2.01151e+02
4.93723e-02	1.89443e+02
4.93730e-02	1.89367e+02
4.94907e-02	2.14553e+02
4.95583e-02	1.60782e+02
4.95590e-02	1.60748e+02
4.96169e-02	1.73814e+02
4.96767e-02	1.87675e+02
4.96883e-02	1.78642e+02
4.96890e-02	1.78583e+02
4.98027e-02	2.05785e+02
4.98813e-02	1.45385e+02
4.98820e-02	1.45412e+02
4.99627e-02	1.66172e+02
4.99937e-02	1.74374e+02
5.00000e-02	1.69623e+02
